"","p.value","HR","Low 95%CI","High 95%CI"
"NPLOC4",0.119715764557537,1.73676329320491,0.866468951598971,3.48119425520976
"PSAP",0.162352812323586,1.15931356055618,0.942196094310572,1.42646306836252
"MAST3",0.0658776011537658,1.37581755917761,0.979278903733661,1.93292630825045
"NPL",0.758038263424082,1.03248000002709,0.842484888666089,1.26532233966091
"CTSB",0.125090139466151,1.20337788927303,0.94985508091923,1.52456766666953
"SMPD1",0.116878495127242,1.44898053381929,0.9114639843928,2.30348606564627
"JAZF1",0.905367817421574,0.984988109898904,0.767593472137445,1.26395235480649
"TBC1D2",0.0420473216814584,1.31583632521043,1.00991603139601,1.7144249431806
"SLC26A6",0.282258570403759,1.19645626220737,0.862795491936032,1.65915051800175
"EXTL3",0.267007055508326,1.40892698300343,0.769106907632342,2.58101341144639
"NHSL2",0.340756279712674,1.08958618324468,0.913276068370081,1.29993338469549
"GRN",0.619569816866823,1.04267441100399,0.884096764985341,1.22969562882694
"TMEM63B",0.300374433213139,1.21023417718062,0.843405496885199,1.73661040747925
"ZBTB47",0.0112641017017807,1.67901592429658,1.12463019028525,2.5066857518083
"RXRA",0.127061175741974,1.19172690130802,0.951313463183025,1.49289699164908
"KIF1C",0.264406148665425,1.20347639715336,0.869309855965473,1.66609803002483
"PELI3",0.00626022160832273,1.71247239412377,1.16447973905944,2.51834497610466
"TOLLIP",0.045977410854077,1.74284743776313,1.00996962929042,3.00753320023257
"DNAJC5",0.047451997622302,1.54406525485213,1.00489460182182,2.37252494631702
"ZBTB7B",0.0409386599948174,1.26589957540012,1.00975783681478,1.58701589289289
